doi,label,title,abstract
10.1037/0022-3514.94.3.382,0,Self-regulation and selective exposure: The impact of depleted self-regulation resources on confirmatory information processing.,"In the present research, the authors investigated the impact of self-regulation resources on confirmatory information processing, that is, the tendency of individuals to systematically prefer standpoint-consistent information to standpoint-inconsistent information in information evaluation and search. In 4 studies with political and economic decision-making scenarios, it was consistently found that individuals with depleted self-regulation resources exhibited a stronger tendency for confirmatory information processing than did individuals with nondepleted self-regulation resources. Alternative explanations based on processes of ego threat, cognitive load, and mood were ruled out. Mediational analyses suggested that individuals with depleted self-regulation resources experienced increased levels of commitment to their own standpoint, which resulted in increased confirmatory information processing. In sum, the impact of ego depletion on confirmatory information search seems to be more motivational than cognitive in nature."
10.1037/0022-3514.94.1.91,0,The space between us: Stereotype threat and distance in interracial contexts.,"Four studies investigate the role that stereotype threat plays in producing racial distancing behavior in an anticipated conversation paradigm. It was hypothesized that the threat of appearing racist may have the ironic effect of causing Whites to distance themselves from Black conversation partners. In Study 1, participants distanced themselves more from Black partners under conditions of threat, and this distance correlated with the activation of a ""White racist"" stereotype. In Study 2, it was demonstrated that Whites' interracial distancing behavior was not predicted by explicit or implicit prejudice. Study 3 provides evidence that conceiving of interracial interactions as opportunities to learn may attenuate the negative consequences of threat for Whites. Study 4 found that Whites have conscious access to their experience of stereotype threat and that this awareness may mediate the relationship between threat and distance. These results are discussed within a broader discourse of racial distancing and the possibility that certain identity threats may be as important as prejudice in determining the outcomes of interracial interactions."
10.1037/0022-3514.94.3.429,0,Balancing connectedness and self-protection goals in close relationships: A levels-of-processing perspective on risk regulation.,"A model of risk regulation is proposed to explain how low and high self-esteem people balance the tension between self-protection and connectedness goals in romantic relationships. This model assumes that interpersonal risk automatically activates connectedness and self-protection goals. The activation of these competing goals then triggers an executive control system that resolves this goal conflict. One correlational study and 8 experiments manipulating risk, goal strength, and executive strength and then measuring implicit and explicit goal activation and execution strongly supported the model. For people high in self-esteem, risk triggers a control system that directs them toward the situations of dependence within their relationship that can fulfill connectedness goals. For people low in self-esteem, however, the activation of connectedness goals triggers a control system that prioritizes self-protection goals and directs them away from situations where they need to trust or depend on their partner."
10.1037/0022-3514.95.2.274,1,"Self-handicapping, excuse making, and counterfactual thinking: Consequences for self-esteem and future motivation.","Researchers interested in counterfactual thinking have often found that upward counterfactual thoughts lead to increased motivation to improve in the future, although at the cost of increased negative affect. The present studies suggest that because upward counterfactual thoughts indicate reasons for a poor performance, they can also serve as excuses. In this case, upward counterfactual thoughts should result in more positive self-esteem and reduced future motivation. Five studies demonstrated these effects in the context of self-handicapping. First, upward counterfactual thinking was increased in the presence of a self-handicap. Second, upward counterfactual thoughts indicating the presence of a self-handicap protected self-esteem following failure. Finally, upward counterfactual thoughts that protect self-esteem reduced preparation for a subsequent performance as well as performance itself. These findings suggest that the consequences of upward counterfactuals for affect and motivation are moderated by the goals of the individual as well as the content of the thoughts."
10.1037/0022-3514.94.4.615,0,Social identity contingencies: How diversity cues signal threat or safety for African Americans in mainstream institutions.,"This research demonstrates that people at risk of devaluation based on group membership are attuned to cues that signal social identity contingencies--judgments, stereotypes, opportunities, restrictions, and treatments that are tied to one's social identity in a given setting. In 3 experiments, African American professionals were attuned to minority representation and diversity philosophy cues when they were presented as a part of workplace settings. Low minority representation cues coupled with colorblindness (as opposed to valuing diversity) led African American professionals to perceive threatening identity contingencies and to distrust the setting (Experiment 1). The authors then verified that the mechanism mediating the effect of setting cues on trust was identity contingent evaluations (Experiments 2 & 3). The power of social identity contingencies as they relate to underrepresented groups in mainstream institutions is discussed."
10.1111/j.1467-9280.2008.02062.x,0,"Effects of Fluency on Psychological Distance and Mental Construal (or Why New York Is a Large City, but <i>New York</i> Is a Civilized Jungle)","People construe the world along a continuum from concretely (focusing on specific, local details) to abstractly (focusing on global essences). We show that people are more likely to interpret the world abstractly when they experience cognitive disfluency, or difficulty processing stimuli in the environment, than when they experience cognitive fluency. We observed this effect using three instantiations of fluency: visual perceptual fluency (Study 1b), conceptual priming fluency (Study 2b), and linguistic fluency (Study 3). Adopting the framework of construal theory, we suggest that one mechanism for this effect is perceivers' tendency to interpret disfluently processed stimuli as farther from their current position than fluently processed stimuli (Studies 1a and 2a)."
10.1111/j.1467-9280.2008.02066.x,0,More Than Meets the Eye,"We investigated the effects of language on vision by focusing on a well-known problem: the binding and maintenance of color-location conjunctions. Four-year-olds performed a task in which they saw a target (e.g., a split square, red on the left and green on the right) followed by a brief delay and then were asked to find the target in an array including the target, its reflection (e.g., red on the right and green on the left), and a square with a different geometric split. Errors were overwhelmingly reflections. This finding shows that the children failed to maintain color-location conjunctions. Performance improved when targets were accompanied by sentences specifying color and direction (e.g., ""the red is on the left""), but not when the conjunction was highlighted using a nonlinguistic cue (e.g., flashing, pointing, changes in size), nor when sentences specified a nondirectional relationship (e.g., ""the red is touching the green""). The relation between children's matching performance and their long-term knowledge of directional terms suggests two distinct mechanisms by which language can temporarily bridge delays, providing more stable representations."
10.1111/j.1467-9280.2008.02078.x,0,Nonconscious Goal Pursuit in Novel Environments,"Is nonconscious goal pursuit useful in novel environments? The prevalent view of automaticity and control implies that an unconscious mode of goal pursuit can only reproduce formerly learned actions, and therefore that its usefulness in novel environments is very limited. Our results demonstrate that this conclusion is not always warranted, as nonconscious goal pursuit facilitated participants' learning of the structure of completely novel environments. Specifically, two experiments, using markedly different implicit-learning paradigms, demonstrated facilitation of implicit learning when the goal of achievement was primed. We propose that nonconscious goal pursuit can facilitate not only reproductive operations, but also productive ones, and that implicit learning is sensitive to the organism's nonconscious goals."
10.1111/j.1467-9280.2008.02092.x,0,Perceptual Mechanisms That Characterize Gender Differences in Decoding Women's Sexual Intent,"Men and women often disagree about the meaning of women's nonverbal cues, particularly those conveying dating-relevant information. Men perceive more sexual intent in women's behavior than women perceive or report intending to convey. Although this finding has been attributed to gender differences in the threshold for labeling ambiguous cues as sexual in nature, little research has been conducted to determine etiology. Using a model that differentiates perceptual sensitivity from decisional bias, we found no evidence that men have lenient thresholds for perceiving women's nonverbal behavior as indicating sexual interest. Rather, gender differences were captured by a relative perceptual insensitivity among men. Just as in previous studies, men were more likely than women to misperceive friendliness as sexual interest, but they also were quite likely to misperceive sexual interest as friendliness. The results point to the promise of computational models of perception in increasing the understanding of clinically relevant social processes."
10.1111/j.1467-9280.2008.02057.x,1,Precision of the Anchor Influences the Amount of Adjustment,"The anchoring-and-adjustment heuristic has been used to account for a wide variety of numerical judgments. Five studies show that adjustment away from a numerical anchor is smaller if the anchor is precise than if it is rounded. Evidence suggests that precise anchors, compared with rounded anchors, are represented on a subjective scale with a finer resolution. If adjustment consists of a series of iterative mental movements along a subjective scale, then an adjustment from a precise anchor should result in a smaller overall correction than an adjustment from a rounded anchor."
10.1111/j.1467-9280.2008.02041.x,1,Action Dynamics Reveal Parallel Competition in Decision Making,"When deciding between two alternatives, such as whether toorder the pasta or the chicken, or whether to pursue a career inacademia or industry, a person may feel torn—as if the optionsliterally pull him or her in two directions. This metaphor mayhavesomesurprisingliteraltruth.Ifasked,forexample,whether‘‘murder is sometimes justiﬁed,’’ individuals may be inclined toboth agree and disagree with the statement. Here, we document,for the ﬁrst time, the pull toward contrasting responses duringevaluative thinking, reporting the results of a study examiningthe trajectory of participants’ reaching movements toward dif-ferent response options.Our results suggest that a decision process is not necessarilycompleted inthe brain’scognitivesubsystems before itissharedwith other subsystems, as has been traditionally assumed.Rather,simultaneous‘‘pull’’frommultipleresponsealternativesseemstoinﬂuencetheexecutionofmovementitself.Thisﬁndingsuggests that a dynamic approach to mental processing—anapproach that has already provided descriptions of perception,attention,andcategorization (e.g.,AbramsBGoldSGratton,Coles,Sirevaag,Eriksen,D Hovland & Sears, 1938; McClelland & Rogers, 2003;Spivey, 2007; Tipper, Howard, & Houghton, 1999)—may shednew light on high-level cognition (Roe, Busemeyer, & Town-send, 2001; Townsend & Busemeyer, 1989)."
10.1111/j.1467-9280.2008.02089.x,1,Prescribed Optimism: Is It Right to Be Wrong About the Future?,"Personal predictions are often optimistically biased. This simple observation has troubling implications for psychologists, econ-omists, and decision theorists concerned with rationality and the accuracy of self-knowledge (Armor &amp;amp; Taylor, 2002; Krizan &amp;amp; Windschitl, 2007; Sweeny, Carroll, &amp;amp; Shepperd, 2006). How-ever, normative conclusions about the impropriety of optimistic bias rest on an untested assumption: that people desire to be accurate when making personal predictions. If people believe, rightly or wrongly, that unrealistic optimism has some value, then optimistic bias may be usefully understood as being con-sistent with people’s values and beliefs. METHOD To investigate this issue, we examined people’s beliefs about the kinds of predictions (accurate, optimistic, or pessimistic) they and others ought to make. Specifically, we asked participants"
10.1111/j.1467-9280.2008.02043.x,1,Age-Related Changes in the Episodic Simulation of Future Events,"Episodic memory enables individuals to recollect past events as well as imagine possible future scenarios. Although the episodic specificity of past events declines as people grow older, it is unknown whether the same is true for future events. In an adapted version of the Autobiographical Interview, young and older participants generated past and future events. Transcriptions were segmented into distinct details that were classified as either internal (episodic) or external. Older adults generated fewer internal details than younger adults for past events, a result replicating previous findings; more important, we show that this deficit extends to future events. Furthermore, the number of internal details and the number of external details both showed correlations between past and future events. Finally, the number of internal details generated by older adults correlated with their relational memory abilities, a finding consistent with the constructive-episodic-simulation hypothesis, which holds that simulation of future episodes requires a system that can flexibly recombine details from past events into novel scenarios."
10.1111/j.1467-9280.2008.02069.x,0,Preschoolers' Perspective Taking in Word Learning,"When learning new words, do children use a speaker's eye gaze because it reveals referential intent? We conducted two experiments that addressed this question. In Experiment 1, the experimenter left while two novel objects were placed where the child could see both, but the experimenter would be able to see only one. The experimenter returned, looked directly at the mutually visible object, and said either, ""There's the [novel word]!"" or ""Where's the [novel word]?"" Two- through 4-year-olds selected the target of the speaker's gaze more often on there trials than on where trials, although only the older children identified the referent correctly at above-chance levels on trials of both types. In Experiment 2, the experimenter placed a novel object where only the child could see it and left while the second object was similarly hidden. When she returned and asked, ""Where's the [novel word]?"" 2- through 4-year-olds chose the second object at above-chance levels. Preschoolers do not blindly follow gaze, but consider the linguistic and pragmatic context when learning a new word."
10.1111/j.1467-9280.2008.02136.x,1,Measuring the Crowd Within,"A crowd often possesses better information than do the individuals it comprises. For example, if people are asked to guess the weight of a prize-winning ox (Galton, 1907), the error of the average response is substantially smaller than the average error of individual estimates. This fact, which Galton interpreted as support for democratic governance, is responsible for the success of polling the audience in the television program ‘‘Who Wants to be a Millionaire’ ’ (Surowiecki, 2004) and for the superiority of combined over individual financial forecasts (Clemen, 1989). Researchers agree that this wisdom-of-crowds effect depends on a statistical fact: The crowd’s average will be more accurate as long as some of the error of one individual is statistically independent of the error of other individuals—as seems almost guaranteed to be the case. Whether a similar improvement can be obtained by averaging"
10.1111/j.1467-9280.2008.02046.x,1,"Temporal Selection is Suppressed, Delayed, and Diffused During the Attentional Blink","How does temporal selection work, and along what dimensions does it vary from one instance to the next? We explored these questions using a phenomenon in which temporal selection goes awry. In the attentional blink, subjects fail to report the second of a pair of targets (T1 and T2) when they are presented at stimulus onset asynchronies (SOAs) of roughly 200 to 500 ms. We directly tested the properties of temporal selection during the blink by analyzing distractor intrusions at a fast rate of item presentation. Our analysis shows that attentional selection is (a) suppressed, (b) delayed, and (c) diffused in time during the attentional blink. These effects are dissociated by their time course: The measure of each effect returns to the baseline value at a different SOA. Our results constrain theories of the attentional blink and indicate that temporal selection varies along at least three dissociable dimensions: efficacy, latency, and precision."
10.1111/j.1467-9280.2008.02077.x,0,"Toward a Physiology of Dual-Process Reasoning and Judgment: Lemonade, Willpower, and Expensive Rule-Based Analysis","This experiment used the attraction effect to test the hypothesis that ingestion of sugar can reduce reliance on intuitive, heuristic-based decision making. In the attraction effect, a difficult choice between two options is swayed by the presence of a seemingly irrelevant ""decoy"" option. We replicated this effect and the finding that the effect increases when people have depleted their mental resources performing a previous self-control task. Our hypothesis was based on the assumption that effortful processes require and consume relatively large amounts of glucose (brain fuel), and that this use of glucose is why people use heuristic strategies after exerting self-control. Before performing any tasks, some participants drank lemonade sweetened with sugar, which restores blood glucose, whereas others drank lemonade containing a sugar substitute. Only lemonade with sugar reduced the attraction effect. These results show one way in which the body (blood glucose) interacts with the mind (self-control and reliance on heuristics)."
10.1111/j.1467-9280.2008.02053.x,0,Errors Are Aversive,"The error-related negativity (ERN) is a negative deflection in the event-related potential that is maximal approximately 50 ms after the commission of an error. The ERN is generated in the anterior cingulate cortex, a region of the medial prefrontal cortex implicated in both cognitive and emotional processing. Affective and motivational variables influence the magnitude of the ERN, which suggests that the ERN may relate to emotional or motivational aspects of error detection. In the present study, we evaluated the possibility that errors prime defensive motivational responses, and that the ERN may predict the magnitude of defensive reactivity after errors. We found that (a) the defensive startle response was larger following errors than following correct responses, and (b) the magnitude of the ERN predicted the degree of startle potentiation following errors. Thus, response errors prime defensive motivation-and the ERN predicts individual differences in the aversive response to errors."
10.1111/j.1467-9280.2008.02091.x,1,The Sunny Side of Fairness,"Little is known about the positive emotional impact of fairness or the process of resolving conflict between fairness and financial interests. In past research, fairness has covaried with monetary payoff, such that the mental processes underlying preference for fairness and those underlying preference for greater monetary outcome could not be distinguished. We examined self-reported happiness and neural responses to fair and unfair offers while controlling for monetary payoff. Compared with unfair offers of equal monetary value, fair offers led to higher happiness ratings and activation in several reward regions of the brain. Furthermore, the tendency to accept unfair proposals was associated with increased activity in right ventrolateral prefrontal cortex, a region involved in emotion regulation, and with decreased activity in the anterior insula, which has been implicated in negative affect. This work provides evidence that fairness is hedonically valued and that tolerating unfair treatment for material gain involves a pattern of activation resembling suppression of negative affect."
10.1111/j.1467-9280.2008.02098.x,1,The Representation of Simple Ensemble Visual Features Outside the Focus of Attention,"The representation of visual information inside the focus of attention is more precise than the representation of information outside the focus of attention. We found that the visual system can compensate for the cost of withdrawing attention by pooling noisy local features and computing summary statistics. The location of an individual object is a local feature, whereas the center of mass of several objects (centroid) is a summary feature representing the mean object location. Three experiments showed that withdrawing attention degraded the representation of individual positions more than the representation of the centroid. It appears that information outside the focus of attention can be represented at an abstract level that lacks local detail, but nevertheless carries a precise statistical summary of the scene. The term ensemble features refers to a broad class of statistical summary features that we propose collectively make up the representation of information outside the focus of attention."
10.1111/j.1467-9280.2008.02080.x,1,A Motion Aftereffect From Still Photographs Depicting Motion,"A photograph of an action can convey a vivid sense of motion. Does the inference of motion from viewing a photograph involve the same neural and psychological representations used when one views physical motion? In this study, we tested whether implied motion is represented by the same direction-selective signals involved in the perception of real motion. We made use of the motion aftereffect, a visual motion illusion. Three experiments showed that viewing a series of static photographs with implied motion in a particular direction produced motion aftereffects in the opposite direction, as assessed with real-motion test probes. The transfer of adaptation from motion depicted in photographs to real motion demonstrates that the perception of implied motion activates direction-selective circuits that are also involved in processing real motion."
10.1111/j.1467-9280.2008.02052.x,0,The Threat of Appearing Prejudiced and Race-Based Attentional Biases,"The current work tested whether external motivation to respond without prejudice toward Blacks is associated with biased patterns of selective attention that reflect a threat response to Black individuals. In a dot-probe attentional bias paradigm, White participants with low and high external motivation to respond without prejudice toward Blacks (i.e., low-EM and high-EM individuals, respectively) were presented with pairs of White and Black male faces that bore either neutral or happy facial expressions; on each trial, the faces were displayed for either 30 ms or 450 ms. The findings were consistent with those of previous research on threat and attention: High-EM participants revealed an attentional bias toward neutral Black faces presented for 30 ms, but an attentional bias away from neutral Black faces presented for 450 ms. These attentional biases were eliminated, however, when the faces displayed happy expressions. These findings suggest that high levels of external motivation to avoid prejudice result in anxious arousal in response to Black individuals, and that this response affects even basic attentional processes."
10.1111/j.1467-9280.2008.02064.x,1,Adaptive Memory,"We recently proposed that human memory systems are ""tuned"" to remember information that is processed for survival, perhaps as a result of fitness advantages accrued in the ancestral past. This proposal was supported by experiments in which participants showed superior memory when words were rated for survival relevance, at least relative to when words received other forms of deep processing. The current experiments tested the mettle of survival memory by pitting survival processing against conditions that are universally accepted as producing excellent retention, including conditions in which participants rated words for imagery, pleasantness, and self-reference; participants also generated words, studied words with the intention of learning them, or rated words for relevance to a contextually rich (but non-survival-related) scenario. Survival processing yielded the best retention, which suggests that it may be one of the best encoding procedures yet discovered in the memory field."
10.1111/j.1467-9280.2008.02095.x,1,"Is Happiness Having What You Want, Wanting What You Have, or Both?","Rabbi Hyman Schachtel (1954) proposed that ""happiness is not having what you want, but wanting what you have"" (p. 37). In two studies, we tested Schachtel's maxim by asking participants whether or not they had and the extent to which they wanted each of 52 material items. To quantify how much people wanted what they had, we identified what they had and the extent to which they wanted those things. To quantify how much people had what they wanted, we identified how much they wanted and whether or not they had each item. Both variables accounted for unique variance in happiness. Moreover, the extent to which people wanted what they had partially mediated effects of gratitude and maximization on happiness, and the extent to which they had what they wanted partially mediated the effect of maximization. Results indicate that happiness is both wanting what you have and having what you want."
10.1111/j.1467-9280.2008.02045.x,0,The Value of Believing in Free Will,"Does moral behavior draw on a belief in free will? Two experiments examined whether inducing participants to believe that human behavior is predetermined would encourage cheating. In Experiment 1, participants read either text that encouraged a belief in determinism (i.e., that portrayed behavior as the consequence of environmental and genetic factors) or neutral text. Exposure to the deterministic message increased cheating on a task in which participants could passively allow a flawed computer program to reveal answers to mathematical problems that they had been instructed to solve themselves. Moreover, increased cheating behavior was mediated by decreased belief in free will. In Experiment 2, participants who read deterministic statements cheated by overpaying themselves for performance on a cognitive task; participants who read statements endorsing free will did not. These findings suggest that the debate over free will has societal, as well as scientific and theoretical, implications."
10.1111/j.1467-9280.2008.02050.x,1,Auditory Change Detection: Simple Sounds Are Not Memorized Better Than Complex Sounds,"Previous research has shown that the detectability of a local change in a visual image is essentially independent of the complexity of the image when the interstimulus interval (ISI) is very short, but is limited by a low-capacity memory system when the ISI exceeds 100 ms. In the study reported here, listeners made same/different judgments on pairs of successive ""chords"" (sums of pure tones with random frequencies). The change to be detected was always a frequency shift in one of the tones, and which tone would change was unpredictable. Performance worsened as the number of tones increased, but this effect was not larger for 2-s ISIs than for 0-ms ISIs. Similar results were obtained when a chord was followed by a single tone that had to be judged as higher or lower than the closest component of the chord. Overall, our data suggest that change detection is based on different mechanisms in audition and vision."
10.1111/j.1467-9280.2008.02084.x,0,Keeping One's Distance,"Current conceptualizations of psychological distance (e.g., construal-level theory) refer to the degree of overlap between the self and some other person, place, or point in time. We propose a complementary view in which perceptual and motor representations of physical distance influence people's thoughts and feelings without reference to the self, extending research and theory on the effects of distance into domains where construal-level theory is silent. Across four experiments, participants were primed with either spatial closeness or spatial distance by plotting an assigned set of points on a Cartesian coordinate plane. Compared with the closeness prime, the distance prime produced greater enjoyment of media depicting embarrassment (Study 1), less emotional distress from violent media (Study 2), lower estimates of the number of calories in unhealthy food (Study 3), and weaker reports of emotional attachments to family members and hometowns (Study 4). These results support a broader conceptualization of distance-mediated effects on judgment and affect."
10.1111/j.1467-9280.2008.02088.x,1,Hedonic and Instrumental Motives in Anger Regulation,"What motivates individuals to regulate their emotions? One answer, which has been highlighted in emotion-regulation research, is that individuals are motivated by short-term hedonic goals (e.g., the motivation to feel pleasure). Another answer, however, is that individuals are motivated by instrumental goals (e.g., the motivation to perform certain behaviors). We suggest that both answers have merit. To demonstrate the role instrumental goals may play in emotion regulation, we pitted short-term hedonic motives and instrumental motives against each other, by testing whether individuals were motivated to experience a potentially useful, albeit unpleasant, emotion. We found that (a) individuals preferred activities that would increase their level of anger (but not their level of excitement) when they were anticipating confrontational, but not nonconfrontational, tasks and that (b) anger improved performance in a confrontational, but not a nonconfrontational, task. These findings support a functional view of emotion regulation, and demonstrate that in certain contexts, individuals may choose to experience emotions that are instrumental, despite short-term hedonic costs."
10.1111/j.1467-9280.2008.02056.x,0,Creating Social Connection Through Inferential Reproduction,"People are motivated to maintain social connection with others, and those who lack social connection with other humans may try to compensate by creating a sense of human connection with nonhuman agents. This may occur in at least two ways-by anthropomorphizing nonhuman agents such as nonhuman animals and gadgets to make them appear more humanlike and by increasing belief in commonly anthropomorphized religious agents (such as God). Three studies support these hypotheses both among individuals who are chronically lonely (Study 1) and among those who are induced to feel lonely (Studies 2 and 3). Additional findings suggest that such results are not simply produced by any negative affective state (Study 3). These results have important implications not only for understanding when people are likely to treat nonhuman agents as humanlike (anthropomorphism), but also for understanding when people treat human agents as nonhuman (dehumanization)."
10.1111/j.1467-9280.2008.02100.x,1,“In-Group Love” and “Out-Group Hate” as Motives for Individual Participation in Intergroup Conflict,"What motivates individual self-sacrificial behavior in intergroup conflicts? Is it the altruistic desire to help the in-group or the aggressive drive to hurt the out-group? This article introduces a new game paradigm, the intergroup prisoner's dilemma-maximizing difference (IPD-MD) game, designed specifically to distinguish between these two motives. The game involves two groups. Each group member is given a monetary endowment and can decide how much of it to contribute. Contribution can be made to either of two pools, one that benefits the in-group at a personal cost and another that, in addition, harms the out-group. An experiment demonstrated that contributions in the IPD-MD game are made almost exclusively to the cooperative, within-group pool. Moreover, preplay intragroup communication increases intragroup cooperation, but not intergroup competition. These results are compared with those observed in the intergroup prisoner's dilemma game, in which group members' contributions are restricted to the competitive, between-group pool."
10.1111/j.1467-9280.2008.02070.x,0,A Word-Order Constraint on Phonological Activation,"Word-order rules impose major constraints on linguistic behavior. For example, adjectives appear before nouns in English, and after nouns in French. This means that constraints on word order must be language-specific properties upheld on-line by the language system. Despite the importance of these rules, little is known about how they operate. We report an influence of word order on the activation of phonological representations. Participants were presented with colored objects and asked to name either the colors or the objects; the phonological similarity between the object and color names was manipulated. French speakers showed a phonological congruency effect in color naming, but not in object naming. English participants yielded the opposite pattern: a phonological effect in object naming, but not in color naming. Differences in the typical order of nouns and adjectives in French and English provide a plausible account for this cross-linguistic contrast. More generally, these results provide direct evidence for the operation of word-order constraints during language production."
10.1111/j.1467-9280.2008.02060.x,0,The Best Men Are (Not Always) Already Taken,"Because men of higher genetic quality tend to be poorer partners and parents than men of lower genetic quality, women may profit from securing a stable investment from the latter, while obtaining good genes via extrapair mating with the former. Only if conception occurs, however, do the evolutionary benefits of such a strategy overcome its costs. Accordingly, we predicted that (a) partnered women should prefer attached men, because such men are more likely than single men to have pair-bonding qualities, and hence to be good replacement partners, and (b) this inclination should reverse when fertility rises, because attached men are less available for impromptu sex than single men. In this study, 208 women rated the attractiveness of men described as single or attached. As predicted, partnered women favored attached men at the low-fertility phases of the menstrual cycle, but preferred single men (if masculine, i.e., advertising good genetic quality) when conception risk was high."
10.1111/j.1467-9280.2008.02044.x,0,Sensitivity to Object Viewpoint and Action Instructions During Search for Targets in the Lower Visual Field,"We contrasted visual search for targets presented in prototypical views and targets presented in nonprototypical views, when targets were defined by their names and when they were defined by the action that would normally be performed on them. The likelihood of the first fixation falling on the target was increased for prototypical-view targets falling in the lower visual field. When targets were defined by actions, the durations of fixations were reduced for targets in the lower field. The results are consistent with eye movements in search being affected by representations within the dorsal visual stream, where there is strong representation of the lower visual field. These representations are sensitive to the familiarity or the affordance offered by objects in prototypical views, and they are influenced by action-based templates for targets."
10.1111/j.1467-9280.2008.02227.x,0,With a Clean Conscience,"Theories of moral judgment have long emphasized reasoning and conscious thought while downplaying the role of intuitive and contextual influences. However, recent research has demonstrated that incidental feelings of disgust can influence moral judgments and make them more severe. This study involved two experiments demonstrating that the reverse effect can occur when the notion of physical purity is made salient, thus making moral judgments less severe. After having the cognitive concept of cleanliness activated (Experiment 1) or after physically cleansing themselves after experiencing disgust (Experiment 2), participants found certain moral actions to be less wrong than did participants who had not been exposed to a cleanliness manipulation. The findings support the idea that moral judgment can be driven by intuitive processes, rather than deliberate reasoning. One of those intuitions appears to be physical purity, because it has a strong connection to moral purity."
10.1111/j.1467-9280.2008.02049.x,0,Extremal Edge,"Extremal edges (EEs) are projections of viewpoint-specific horizons of self-occlusion on smooth convex surfaces. An ecological analysis of viewpoint constraints suggests that an EE surface is likely to be closer to the observer than the non-EE surface on the other side of the edge. In two experiments, one using shading gradients and the other using texture gradients, we demonstrated that EEs operate as strong cues to relative depth perception and figure-ground organization. Image regions with an EE along the shared border were overwhelmingly perceived as closer than either flat or equally convex surfaces without an EE along that border. A further demonstration suggests that EEs are more powerful than classical figure-ground cues, including even the joint effects of small size, convexity, and surroundedness."
10.1111/j.1467-9280.2008.02085.x,1,What Do Cross-National Comparisons of Personality Traits Tell Us?,"Much research contrasts self-reported personality traits across cultures. We submit that this enterprise is weakened by significant methodological problems (in particular, the reference-group effect) that undermine the validity of national averages of personality scores. In this study, behavioral and demographic predictors of conscientiousness were correlated with different cross-national measures of conscientiousness based on self-reports, peer reports, and perceptions of national character. The predictors correlated strongly with perceptions of national character, but not with self-reports and peer reports. Country-level self- and peer-report measures of conscientiousness failed as markers of between-nation differences in personality."
10.1111/j.1467-9280.2008.02093.x,0,Personality Dominance and Preferential Use of the Vertical Dimension of Space,"Previous research has shown that dominant individuals frequently think in terms of dominance hierarchies, which typically invoke vertical metaphor (e.g., ""upper"" vs. ""lower"" class). Accordingly, we predicted that in spatial attention paradigms, such individuals would systematically favor the vertical dimension of space more than individuals low in dominance. This prediction was supported by two studies (total N= 96), which provided three tests involving two different spatial attention paradigms. In all cases, analyses controlling for speed of response to horizontal spatial probes revealed that more dominant individuals were faster than less dominant individuals to respond to probes along the vertical dimension of space. Such data support the metaphor-representation perspective, according to which people think in metaphoric terms, even in on-line processing tasks. These results have implications for understanding dominance and also indicate that conceptual metaphor is relevant to understanding the cognitive-processing basis of personality."
10.1111/j.1467-9280.2008.02042.x,1,Conflict-Triggered Goal Shielding,"Action control in a changing environment requires that one shield current goals from distracting information (goal shielding) and at the same time monitor the environment for potentially significant stimuli that may afford a goal switch (background monitoring). Response conflicts modulate the balance between goal shielding and background monitoring, as indicated by reduced susceptibility to interference after response conflicts. Such conflict-adaptation effects have been attributed to enhanced recruitment of cognitive control on trials following conflicts. Here we show that conflict triggers increased goal shielding on the conflict trial itself. Subjects performed a spatial compatibility task during which they had to notice rare prospective memory cues. Such cues were overlooked more often on conflict trials than on nonconflict trials, a result indicating that shielding of the current goal and inhibition of distractors were increased on the current trial when it involved a response conflict. Thus, evidence for enhanced recruitment of control following conflict may partly reflect aftereffects of goal shielding on the conflict trial itself."
10.1111/j.1467-9280.2008.02081.x,0,Detecting the Snake in the Grass,"Snakes are among the most common targets of fears and phobias. In visual detection tasks, adults detect their presence more rapidly than the presence of other kinds of visual stimuli. We report evidence that very young children share this attentional bias. In three experiments, preschool children and adults were asked to find a single target picture among an array of eight distractors. Both the children and the adults detected snakes more rapidly than three types of nonthreatening stimuli (flowers, frogs, and caterpillars). These results provide the first evidence of enhanced visual detection of evolutionarily relevant threat stimuli in young children."
10.1111/j.1467-9280.2008.02051.x,0,"Head Up, Foot Down","Many objects typically occur in particular locations, and object words encode these spatial associations. We tested whether such object words (e.g., head, foot) orient attention toward the location where the denoted object typically occurs (i.e., up, down). Because object words elicit perceptual simulations of the denoted objects (i.e., the representations acquired during actual perception are reactivated), we predicted that an object word would interfere with identification of an unrelated visual target subsequently presented in the object's typical location. Consistent with this prediction, three experiments demonstrated that words denoting objects that typically occur high in the visual field hindered identification of targets appearing at the top of the display, whereas words denoting low objects hindered target identification at the bottom of the display. Thus, object words oriented attention to and activated perceptual simulations in the objects' typical locations. These results shed new light on how language affects perception."
